review_id,review_text,clean_text,tokens_clean,rating,review_date,bank_name,vader_compound,vader_sentiment,distilbert_label,distilbert_score,distilbert_num,themes_str
b9fa948b-07bc-41f5-9e49-5e612b9a9db6,the lag is unbelievable when you need it the most this suks,lag unbelievable need suks,"['lag', 'unbelievable', 'need', 'suks']",1,2025-11-19,Bank of Abyssinia (BOA),-0.1531,negative,negative,0.9983174800872803,-1,Transaction Performance
c198f602-e9fb-4b61-ad3a-8efe42269b8d,I cant belive I could find the worst bank app ever .yet very simple to fix the problem and the company just ignored it. no body can do business with this kind of app.,cant belive could find worst ever yet simple fix problem company ignored body business kind,"['cant', 'belive', 'could', 'find', 'worst', 'ever', 'yet', 'simple', 'fix', 'problem', 'company', 'ignored', 'body', 'business', 'kind']",1,2025-11-18,Bank of Abyssinia (BOA),-0.8834,negative,negative,0.999693751335144,-1,Other
afad642f-39c4-4db0-adbf-5fbe7143f960,it is a good app,good,['good'],5,2025-11-18,Bank of Abyssinia (BOA),0.4404,positive,positive,0.9998643398284912,1,Other
9fb5fdaa-6172-43c1-ba46-2fcdfcd84c13,it is not working at all,working,['working'],1,2025-11-15,Bank of Abyssinia (BOA),0.0,neutral,negative,0.9997811913490295,-1,Other
58ccb5e9-0cf7-413c-8bb4-6515d4863bc1,🥰🥰🥰🥰🥰 app is good but i was live in abroad and when i enter my otp code it didnt make me to write my code it the app want it self write thats not fair so please other wise i like it why,good live abroad enter otp code didnt make write code want self write thats fair please wise like,"['good', 'live', 'abroad', 'enter', 'otp', 'code', 'didnt', 'make', 'write', 'code', 'want', 'self', 'write', 'thats', 'fair', 'please', 'wise', 'like']",5,2025-11-15,Bank of Abyssinia (BOA),0.9142,positive,positive,0.825160562992096,1,Account Access
0ed79d57-a54c-4541-9df0-67e1e8c72be3,when trying to activate the app it keeps on loading on the security questions page. It has been two days,trying activate keep loading security question page two day,"['trying', 'activate', 'keep', 'loading', 'security', 'question', 'page', 'two', 'day']",1,2025-11-13,Bank of Abyssinia (BOA),0.34,positive,negative,0.9952510595321655,-1,"Security & Fraud, Transaction Performance"
f38caf5b-4580-4a9f-819f-f4cd3d789176,fast and simple,fast simple,"['fast', 'simple']",5,2025-11-11,Bank of Abyssinia (BOA),0.0,neutral,positive,0.9997392296791077,1,Other
6a7a5c64-4056-404d-b37e-60bf1d6ee90a,best of best,best best,"['best', 'best']",5,2025-11-10,Bank of Abyssinia (BOA),0.8555,positive,positive,0.9997496008872986,1,Other
9f9ace0f-c63b-4482-a159-12c2bcd357ae,Worest Banking App Ever I seen. Fake App Bad Better to Leave,worest banking ever seen fake bad better leave,"['worest', 'banking', 'ever', 'seen', 'fake', 'bad', 'better', 'leave']",1,2025-11-10,Bank of Abyssinia (BOA),-0.5994,negative,negative,0.9993888139724731,-1,Other
52b82149-19da-40cd-b8ce-a86e0b2c789c,good,good,['good'],4,2025-11-10,Bank of Abyssinia (BOA),0.4404,positive,positive,0.9998161196708679,1,Other
c6661ae9-95ab-4a2d-be7b-ad93bb48f278,"I would like to share feedback regarding the application. It frequently experiences disruptions and does not function properly, often freezing or failing to load. This issue is affecting workflow and efficiency. Kindly review and address this problem to ensure smoother performance.",would like share feedback regarding application frequently experience disruption function properly often freezing failing load issue affecting workflow efficiency kindly review address problem ensure smoother performance,"['would', 'like', 'share', 'feedback', 'regarding', 'application', 'frequently', 'experience', 'disruption', 'function', 'properly', 'often', 'freezing', 'failing', 'load', 'issue', 'affecting', 'workflow', 'efficiency', 'kindly', 'review', 'address', 'problem', 'ensure', 'smoother', 'performance']",1,2025-11-08,Bank of Abyssinia (BOA),0.4166,positive,negative,0.9947029948234558,-1,"Crashes & Bugs, Feature Requests"
493dc1a0-1d88-4d43-93ab-9b3c9d7426d9,Meet you genuine.App I tried is not functional.Helping.welldoingwith BOA Ethiopia .fastandrelevant.morconnecting Digitalyworld.Digitalyworld. thanks.,meet genuineapp tried functionalhelpingwelldoingwith ethiopia fastandrelevantmorconnecting digitalyworlddigitalyworld thanks,"['meet', 'genuineapp', 'tried', 'functionalhelpingwelldoingwith', 'ethiopia', 'fastandrelevantmorconnecting', 'digitalyworlddigitalyworld', 'thanks']",5,2025-11-08,Bank of Abyssinia (BOA),0.4404,positive,negative,0.8848850131034851,-1,"Account Access, Customer Support, UI / UX"
61a85d6e-8111-4add-9c9a-ebf8a25b2bca,best app,best,['best'],5,2025-11-08,Bank of Abyssinia (BOA),0.6369,positive,positive,0.999686598777771,1,Other
33b76ccc-05cf-445d-84a6-a5e516bac406,Best app,best,['best'],5,2025-11-07,Bank of Abyssinia (BOA),0.6369,positive,positive,0.999686598777771,1,Other
aa74e8f9-67d1-486a-a601-761ce0c79a4e,"Barely works, it always fails to connect",barely work always fails connect,"['barely', 'work', 'always', 'fails', 'connect']",1,2025-11-07,Bank of Abyssinia (BOA),-0.4215,negative,negative,0.9997532963752747,-1,Crashes & Bugs
6308cb59-e418-4559-80e1-b53d44ce7c9a,my fav app,fav,['fav'],5,2025-11-07,Bank of Abyssinia (BOA),0.4588,positive,positive,0.9846561551094055,1,Other
8fa4d905-fcd5-4124-8745-0014e9e746cf,this app launch time is so long also has dozen bugs in addition it's has been long time get update,launch time long also dozen bug addition long time get update,"['launch', 'time', 'long', 'also', 'dozen', 'bug', 'addition', 'long', 'time', 'get', 'update']",1,2025-11-05,Bank of Abyssinia (BOA),0.0,neutral,negative,0.9977949857711792,-1,"Crashes & Bugs, Feature Requests"
6b603751-56ea-4108-95f6-a26ee49a7bdf,very nice,nice,['nice'],5,2025-11-04,Bank of Abyssinia (BOA),0.4754,positive,positive,0.9998563528060913,1,Other
e7e0dd5b-59ee-4ed8-abe8-821ed28c1a6f,"Your application is very irritating to use, some functionality doesn't even work like on the card management. You need to do better than this and it good idea to reference other banking applications.",application irritating use functionality doesnt even work like card management need better good idea reference banking application,"['application', 'irritating', 'use', 'functionality', 'doesnt', 'even', 'work', 'like', 'card', 'management', 'need', 'better', 'good', 'idea', 'reference', 'banking', 'application']",3,2025-11-04,Bank of Abyssinia (BOA),0.102,positive,negative,0.9985816478729248,-1,Payments & Cards
df1f28f7-9a40-4a51-83bb-7e2fb7bc932c,I like,like,['like'],5,2025-11-02,Bank of Abyssinia (BOA),0.3612,positive,positive,0.9998149275779724,1,Other
a2d5bdf0-ff92-408b-be55-a4bfa7b61fbc,i m sorry but it doesn't work for my android it is too slow but other bank are very fast please update,sorry doesnt work android slow fast please update,"['sorry', 'doesnt', 'work', 'android', 'slow', 'fast', 'please', 'update']",1,2025-10-30,Bank of Abyssinia (BOA),0.4969,positive,negative,0.9083433151245117,-1,"Feature Requests, Transaction Performance"
8312e6d0-3b41-4061-b83f-54f6fcb4317a,"the worst app ever,",worst ever,"['worst', 'ever']",1,2025-10-30,Bank of Abyssinia (BOA),-0.6249,negative,negative,0.9997932314872742,-1,Other
ee7fb8e2-bcde-4ae5-8ac5-49450e57dd5c,better,better,['better'],5,2025-10-29,Bank of Abyssinia (BOA),0.4404,positive,positive,0.999264657497406,1,Other
924bdf3b-0b78-4402-9aaf-d1cbc39cc6af,"I kindly request that Bank of abyssinia address issues with its mobile app. It is very slow, has numerous problems, and frequently experiences downtime. The user experience is also poor. Thank you.",kindly request abyssinia address issue mobile slow numerous problem frequently experience downtime user experience also poor thank,"['kindly', 'request', 'abyssinia', 'address', 'issue', 'mobile', 'slow', 'numerous', 'problem', 'frequently', 'experience', 'downtime', 'user', 'experience', 'also', 'poor', 'thank']",1,2025-10-28,Bank of Abyssinia (BOA),-0.0258,neutral,negative,0.99928218126297,-1,"Feature Requests, Transaction Performance"
426191d1-9b6d-4582-aeae-55633c041d3e,this app can't open? what is problem? please solve my problem?,cant open problem please solve problem,"['cant', 'open', 'problem', 'please', 'solve', 'problem']",1,2025-10-28,Bank of Abyssinia (BOA),-0.4291,negative,negative,0.9996218681335449,-1,Other
f787c8fe-c207-4c5a-8156-e8cfa0f6652d,kiyaa makonn,kiyaa makonn,"['kiyaa', 'makonn']",5,2025-10-27,Bank of Abyssinia (BOA),0.0,neutral,positive,0.7175926566123962,1,Other
1f73f73b-a5e4-4114-a45d-992a360ebb87,very very lazy app,lazy,['lazy'],1,2025-10-26,Bank of Abyssinia (BOA),-0.4716,negative,negative,0.9996856451034546,-1,Other
b9b28cc3-4563-4f09-938c-b1adcc27bbf3,telebirr remittance,telebirr remittance,"['telebirr', 'remittance']",5,2025-10-24,Bank of Abyssinia (BOA),0.0,neutral,negative,0.979961097240448,-1,Other
6606f3a3-dbc9-4032-a905-37c737501776,The best bank in 🇪🇹,best,['best'],5,2025-10-23,Bank of Abyssinia (BOA),0.6369,positive,positive,0.9998179078102112,1,Other
df5cd433-7f0e-4e13-ae07-4200db1965c0,its good,good,['good'],5,2025-10-22,Bank of Abyssinia (BOA),0.4404,positive,positive,0.9998385906219482,1,Other
9917233c-933c-444f-b986-e97d3fe0f682,the worst app in my financial experience.,worst financial experience,"['worst', 'financial', 'experience']",1,2025-10-22,Bank of Abyssinia (BOA),-0.6249,negative,negative,0.9997914433479309,-1,Other
29295b2c-ebe8-4dfe-9cd3-c3a5806b810b,good for mb appliciation,good mb appliciation,"['good', 'mb', 'appliciation']",5,2025-10-21,Bank of Abyssinia (BOA),0.4404,positive,positive,0.9943337440490723,1,Other
c9162816-c2cd-478c-ab34-9569f63d3711,the worst bank ever. slow don't accept dual sim. they are very stupid and greedy,worst ever slow dont accept dual sim stupid greedy,"['worst', 'ever', 'slow', 'dont', 'accept', 'dual', 'sim', 'stupid', 'greedy']",1,2025-10-20,Bank of Abyssinia (BOA),-0.9107,negative,negative,0.9997623562812805,-1,Transaction Performance
1776b9e9-95d8-4811-bb94-61d28a7c19d1,try to easy network,try easy network,"['try', 'easy', 'network']",4,2025-10-17,Bank of Abyssinia (BOA),0.4404,positive,negative,0.9987332224845886,-1,Other
d81ca31a-2ecd-4f0a-aab7-0a6f02da0696,hussen hassen umer,hussen hassen umer,"['hussen', 'hassen', 'umer']",5,2025-10-16,Bank of Abyssinia (BOA),0.0,neutral,positive,0.868121325969696,1,Other
6725eae9-b141-4a7c-abcd-90125d0fa3bd,"The app is not suitable and lacks a good UI design. As a large bank, you must update your app with a professional UI that is fast and appropriate.",suitable lack good ui design large must update professional ui fast appropriate,"['suitable', 'lack', 'good', 'ui', 'design', 'large', 'must', 'update', 'professional', 'ui', 'fast', 'appropriate']",2,2025-10-16,Bank of Abyssinia (BOA),0.4404,positive,negative,0.9988431930541992,-1,"Feature Requests, UI / UX"
cdc789cd-c2e6-415e-906f-0bde3fa850b1,an exceptional banking app.,exceptional banking,"['exceptional', 'banking']",5,2025-10-16,Bank of Abyssinia (BOA),0.0,neutral,positive,0.9997233748435974,1,Crashes & Bugs
da8f72ca-3f4b-41f6-937e-c626b8240c8b,alhamdulilah,alhamdulilah,['alhamdulilah'],5,2025-10-11,Bank of Abyssinia (BOA),0.0,neutral,positive,0.8558266162872314,1,Other
8b37e090-01ff-4f7c-bfdc-3e781996d2a9,poor,poor,['poor'],5,2025-10-11,Bank of Abyssinia (BOA),-0.4767,negative,negative,0.9997912049293518,-1,Other
32133348-ecd7-47e0-9e98-7f1702419599,Best of best,best best,"['best', 'best']",5,2025-10-09,Bank of Abyssinia (BOA),0.8555,positive,positive,0.9997496008872986,1,Other
68b7a597-8133-4584-9c3f-1e26fa21184e,from the last week updates the app is not working Please check the problems,last week update working please check problem,"['last', 'week', 'update', 'working', 'please', 'check', 'problem']",1,2025-10-08,Bank of Abyssinia (BOA),-0.5664,negative,negative,0.9996919631958008,-1,Feature Requests
546df11c-e603-4f04-963e-ae1cd2be9561,It's always crushing,always crushing,"['always', 'crushing']",1,2025-10-08,Bank of Abyssinia (BOA),-0.3612,negative,negative,0.9993805885314941,-1,Other
147dc910-f84e-4950-9cd0-a6ce1ca0b070,office branches have to improve their services please,office branch improve service please,"['office', 'branch', 'improve', 'service', 'please']",4,2025-10-07,Bank of Abyssinia (BOA),0.6369,positive,positive,0.6649648547172546,1,Customer Support
7345b274-906c-4bfc-b37d-8131020ad13e,Why does it keep crashing? I can't even use this. BOA should do better. You have many customers and how to deal with this. I can't send money now.,keep crashing cant even use better many customer deal cant send money,"['keep', 'crashing', 'cant', 'even', 'use', 'better', 'many', 'customer', 'deal', 'cant', 'send', 'money']",1,2025-10-05,Bank of Abyssinia (BOA),0.4404,positive,negative,0.9988381266593933,-1,"Crashes & Bugs, Customer Support"
4587385c-78c9-4310-b8aa-da0bce565a91,it needs a timely update,need timely update,"['need', 'timely', 'update']",5,2025-10-03,Bank of Abyssinia (BOA),0.0,neutral,negative,0.9983032941818237,-1,Feature Requests
1310296e-3850-494f-83bc-936ea27684ab,"It does not show the name of the person who sent the money to request a receipt. This has become very difficult for us. When different people transfer the same amount to me from different banks, it is very difficult to identify the account or the name of the sender.",show name person sent money request receipt become difficult u different people transfer amount different bank difficult identify account name sender,"['show', 'name', 'person', 'sent', 'money', 'request', 'receipt', 'become', 'difficult', 'u', 'different', 'people', 'transfer', 'amount', 'different', 'bank', 'difficult', 'identify', 'account', 'name', 'sender']",3,2025-10-01,Bank of Abyssinia (BOA),-0.6794,negative,negative,0.9997054934501648,-1,Transaction Performance
00dddad5-915e-4fc1-9166-b5d7ce59ad88,Like,like,['like'],5,2025-10-01,Bank of Abyssinia (BOA),0.3612,positive,positive,0.9910564422607422,1,Other
baad5c11-63e6-4b64-9006-c4cb1481036d,I can't type my otp on it.,cant type otp,"['cant', 'type', 'otp']",1,2025-10-01,Bank of Abyssinia (BOA),0.0,neutral,negative,0.9990899562835693,-1,Account Access
7481b511-72a1-4592-8087-c029fc656e67,"most of bank apps in Ethiopia are linked with ethiopian phone number, I live in US permanently so when I open BoA account, I told them where I live and to link it with email address instead of phone # as ethio phone number is not working where I live, unfortunetly my fear appeared and now when I change my phone device, it send the code to the ethio number which is not with me now. so please when u develop bank apps consider the diaspora community to use ur apps",apps ethiopia linked ethiopian phone number live u permanently open account told live link email address instead phone ethio phone number working live unfortunetly fear appeared change phone device send code ethio number please u develop apps consider diaspora community use ur apps,"['apps', 'ethiopia', 'linked', 'ethiopian', 'phone', 'number', 'live', 'u', 'permanently', 'open', 'account', 'told', 'live', 'link', 'email', 'address', 'instead', 'phone', 'ethio', 'phone', 'number', 'working', 'live', 'unfortunetly', 'fear', 'appeared', 'change', 'phone', 'device', 'send', 'code', 'ethio', 'number', 'please', 'u', 'develop', 'apps', 'consider', 'diaspora', 'community', 'use', 'ur', 'apps']",1,2025-10-01,Bank of Abyssinia (BOA),0.1757,positive,negative,0.9977109432220459,-1,"Customer Support, Feature Requests"
e3e7b9d3-10a9-443b-89b9-34160443c78a,jaajja,jaajja,['jaajja'],4,2025-09-30,Bank of Abyssinia (BOA),0.0,neutral,negative,0.9872855544090271,-1,Other
b768c25c-bc3a-4d57-8c45-97e489546662,I love this bank the best experience ever.,love best experience ever,"['love', 'best', 'experience', 'ever']",5,2025-09-28,Bank of Abyssinia (BOA),0.8555,positive,positive,0.9998602867126465,1,Other
c90fb60a-ea63-47f0-aa65-fcb41b6534e1,"Nothing has been improved, it doesn't work like the previous version.",nothing improved doesnt work like previous version,"['nothing', 'improved', 'doesnt', 'work', 'like', 'previous', 'version']",1,2025-09-25,Bank of Abyssinia (BOA),-0.5667,negative,negative,0.9997023940086365,-1,Other
82e245b0-2790-45ce-a1a3-1aa9a0afaa95,easy and fast,easy fast,"['easy', 'fast']",5,2025-09-24,Bank of Abyssinia (BOA),0.4404,positive,positive,0.9995583891868591,1,Other
d849294b-9d5d-4026-96ec-6dd20968fa57,Great,great,['great'],5,2025-09-20,Bank of Abyssinia (BOA),0.6249,positive,positive,0.9998630285263062,1,Other
eecf4f77-29ed-40cd-a228-b325ee459350,mobile banking,mobile banking,"['mobile', 'banking']",5,2025-09-19,Bank of Abyssinia (BOA),0.0,neutral,positive,0.9076533913612366,1,Other
a05681a9-b69a-48b6-92c5-79a7d916bd61,"need alot of connection, chooses device, very lug even when there is connection",need alot connection chooses device lug even connection,"['need', 'alot', 'connection', 'chooses', 'device', 'lug', 'even', 'connection']",1,2025-09-17,Bank of Abyssinia (BOA),0.0,neutral,negative,0.9918755292892456,-1,Other
7cedd008-b817-442b-9da0-76ea15713450,On my ios it's perfect but on android it barley works and don't transfer and after a while it crushed and totally stopped working. Please fix the issue my beloved bank of abyssinia.,io perfect android barley work dont transfer crushed totally stopped working please fix issue beloved abyssinia,"['io', 'perfect', 'android', 'barley', 'work', 'dont', 'transfer', 'crushed', 'totally', 'stopped', 'working', 'please', 'fix', 'issue', 'beloved', 'abyssinia']",1,2025-09-15,Bank of Abyssinia (BOA),0.5656,positive,negative,0.9964402318000793,-1,Transaction Performance
14d8c41d-2533-40c1-97f2-7df99a3d3a44,since the last update i can open the app crashes a lot and omg its being very slow opening and loading,since last update open crash lot omg slow opening loading,"['since', 'last', 'update', 'open', 'crash', 'lot', 'omg', 'slow', 'opening', 'loading']",2,2025-09-15,Bank of Abyssinia (BOA),0.0,neutral,negative,0.9995414018630981,-1,"Crashes & Bugs, Feature Requests, Transaction Performance"
3c11bafa-cf87-41c0-ba29-714ab4cd69a5,none,none,['none'],5,2025-09-14,Bank of Abyssinia (BOA),0.0,neutral,negative,0.985345721244812,-1,Other
4bf673d6-7d6f-431c-8844-a6c7eb4c65d3,very good app i ever used,good ever used,"['good', 'ever', 'used']",5,2025-09-12,Bank of Abyssinia (BOA),0.4927,positive,positive,0.9998385906219482,1,Other
dfad5025-20f7-4556-bdaf-294785947fa3,its nice app especially the transaction limit is extended but We face that BoA m.banking app doesn't respond at the activation stage strictly at SMSNG mobile phone. please try this to make safe.,nice especially transaction limit extended face mbanking doesnt respond activation stage strictly smsng mobile phone please try make safe,"['nice', 'especially', 'transaction', 'limit', 'extended', 'face', 'mbanking', 'doesnt', 'respond', 'activation', 'stage', 'strictly', 'smsng', 'mobile', 'phone', 'please', 'try', 'make', 'safe']",4,2025-09-11,Bank of Abyssinia (BOA),0.8271,positive,negative,0.9979867935180664,-1,Other
4b92ba94-d858-4fcb-a2ae-45fc41c1fa26,zedo,zedo,['zedo'],5,2025-09-11,Bank of Abyssinia (BOA),0.0,neutral,positive,0.994045615196228,1,Other
a56b1202-a6db-405b-aba1-586a16bc417d,please open my mobile app,please open mobile,"['please', 'open', 'mobile']",5,2025-09-10,Bank of Abyssinia (BOA),0.3182,positive,positive,0.9873003363609314,1,Other
d876a31d-e463-4340-a67e-9a950e182865,it doesn't open,doesnt open,"['doesnt', 'open']",1,2025-09-10,Bank of Abyssinia (BOA),0.0,neutral,negative,0.9997527003288269,-1,Other
a31076d0-b574-405f-8495-675485f16a71,Very Good,good,['good'],5,2025-09-09,Bank of Abyssinia (BOA),0.4927,positive,positive,0.9998520612716675,1,Other
88632aa1-f7db-4599-aa99-9b51523534e8,masha alla,masha alla,"['masha', 'alla']",5,2025-09-08,Bank of Abyssinia (BOA),0.0,neutral,negative,0.9514628052711487,-1,Other
dc3c97a2-0fe6-4a49-a2d3-9cc949380a0d,Best banking transaction application in Ethiopia !,best banking transaction application ethiopia,"['best', 'banking', 'transaction', 'application', 'ethiopia']",5,2025-09-05,Bank of Abyssinia (BOA),0.6696,positive,positive,0.9996905326843262,1,Other
613dff98-be45-4f37-8feb-01e382393e26,tamaam kamal,tamaam kamal,"['tamaam', 'kamal']",1,2025-09-04,Bank of Abyssinia (BOA),0.0,neutral,positive,0.9918873906135559,1,Other
8ac466a3-5bbb-452d-88bc-ceaae6c5bec0,great 👍,great,['great'],5,2025-09-02,Bank of Abyssinia (BOA),0.6249,positive,positive,0.9997692704200745,1,Other
45e502bd-bd62-4895-b534-d75b2dae7c75,goof,goof,['goof'],4,2025-09-01,Bank of Abyssinia (BOA),0.0,neutral,negative,0.9975278973579407,-1,Other
0e665f33-628c-4799-a991-53cf66b89ed0,absiniya banki,absiniya banki,"['absiniya', 'banki']",5,2025-08-29,Bank of Abyssinia (BOA),0.0,neutral,negative,0.9083039164543152,-1,Other
3e8a43b7-e4a5-4ba0-850e-332a7dad3a24,has issue after installation and i think it doesn't work with tecno common 30,issue installation think doesnt work tecno common,"['issue', 'installation', 'think', 'doesnt', 'work', 'tecno', 'common']",1,2025-08-26,Bank of Abyssinia (BOA),0.0,neutral,negative,0.9996929168701172,-1,Other
abb3b6f4-ed3d-4013-b997-0efb664037a5,One of the best in this business,one best business,"['one', 'best', 'business']",5,2025-08-25,Bank of Abyssinia (BOA),0.6369,positive,positive,0.9998694658279419,1,Other
8a5e1510-bc3f-4f70-8915-f79a839f041e,Excellent,excellent,['excellent'],5,2025-08-20,Bank of Abyssinia (BOA),0.5719,positive,positive,0.9998434782028198,1,Other
c9cc8b5a-f0aa-437a-8e5c-99035cad23da,besat🥰,,[],5,2025-08-19,Bank of Abyssinia (BOA),0.0,neutral,negative,0.6970562934875488,-1,Other
bc8bfdb0-596e-4ed3-a07d-c3ac71061fee,unlimited experience,unlimited experience,"['unlimited', 'experience']",5,2025-08-18,Bank of Abyssinia (BOA),0.0,neutral,positive,0.9997161030769348,1,Other
ec30627f-c9a0-48f6-8fd2-38fcae3ab112,"as bank, u should at least hire someone good at their job bc this a joke nowadays I can't even log in or even transfer without it crashing if u fix the app I will update this review I am counting on u boa update: so they atleast fixed it but as suggestion can u put password when in final step of sending money it will feel more secure that way",u least hire someone good job bc joke nowadays cant even log even transfer without crashing u fix update review counting u update atleast fixed suggestion u put password final step sending money feel secure way,"['u', 'least', 'hire', 'someone', 'good', 'job', 'bc', 'joke', 'nowadays', 'cant', 'even', 'log', 'even', 'transfer', 'without', 'crashing', 'u', 'fix', 'update', 'review', 'counting', 'u', 'update', 'atleast', 'fixed', 'suggestion', 'u', 'put', 'password', 'final', 'step', 'sending', 'money', 'feel', 'secure', 'way']",4,2025-08-17,Bank of Abyssinia (BOA),0.7383,positive,negative,0.9991239905357361,-1,"Account Access, Crashes & Bugs, Feature Requests, Security & Fraud, Transaction Performance"
656865bb-7ee3-4fef-9f23-b6728b2b6ab9,very nice mobile banking app my favourite,nice mobile banking favourite,"['nice', 'mobile', 'banking', 'favourite']",5,2025-08-16,Bank of Abyssinia (BOA),0.4754,positive,positive,0.9997608065605164,1,Other
ac500ef1-8d40-4c19-b862-c5f47b165e97,"it almost never boots up!!! and even if it did, it crashes immediately",almost never boot even crash immediately,"['almost', 'never', 'boot', 'even', 'crash', 'immediately']",1,2025-08-15,Bank of Abyssinia (BOA),0.0,neutral,negative,0.9977737069129944,-1,Crashes & Bugs
e080468a-5b05-476e-9275-923d859a7b98,best apps,best apps,"['best', 'apps']",5,2025-08-15,Bank of Abyssinia (BOA),0.6369,positive,positive,0.999784529209137,1,Other
cd3d7bda-43cf-46f8-bd12-065f026e2ba2,the worst app ever to exist in a bank history,worst ever exist history,"['worst', 'ever', 'exist', 'history']",1,2025-08-15,Bank of Abyssinia (BOA),-0.6249,negative,negative,0.9997841715812683,-1,Other
17d27fe8-201d-465e-900c-4510058bd581,thank you,thank,['thank'],5,2025-08-14,Bank of Abyssinia (BOA),0.3612,positive,positive,0.9998352527618408,1,Other
161dbde7-f447-412e-abf3-8ae5e7ba5012,Best mobile app in the country,best mobile country,"['best', 'mobile', 'country']",5,2025-08-14,Bank of Abyssinia (BOA),0.6369,positive,positive,0.999710738658905,1,Other
17fac6e4-55d0-48dc-8fd1-e3908c6e6689,not fast,fast,['fast'],2,2025-08-12,Bank of Abyssinia (BOA),0.0,neutral,negative,0.9949790835380554,-1,Other
bffe6663-e88f-4a08-97bc-e6ea6b2d8227,keeps freezing at the front page.,keep freezing front page,"['keep', 'freezing', 'front', 'page']",1,2025-08-10,Bank of Abyssinia (BOA),-0.1027,negative,negative,0.9948282837867737,-1,Other
6dd324c1-79ef-4935-9c87-ad0fd8fd1635,it is not working on redminote 11 pro+ pls fix it,working redminote pro pls fix,"['working', 'redminote', 'pro', 'pls', 'fix']",1,2025-08-08,Bank of Abyssinia (BOA),0.0772,positive,negative,0.9996861219406128,-1,Other
aefe5a77-71f4-4efa-92e6-b4a1b4a48e9e,abseniya bank app,abseniya,['abseniya'],5,2025-08-08,Bank of Abyssinia (BOA),0.0,neutral,negative,0.6962245106697083,-1,Other
e6ec7d3b-beb3-40ac-a615-9a0bae85e39d,yes goode app,yes goode,"['yes', 'goode']",5,2025-08-03,Bank of Abyssinia (BOA),0.4019,positive,positive,0.9997490048408508,1,Other
b54ed906-d409-4107-9dba-3d91d4c04274,Great App,great,['great'],5,2025-08-02,Bank of Abyssinia (BOA),0.6249,positive,positive,0.999821126461029,1,Other
